id,student_id,date,type,reason,description,amount,balance_after,ref_lesson_id,ref_homework_id,ref_item
11237,78,2026-04-20,earn,homework,Uy vazifasi (73 ball),14,678,,435,
11238,78,2026-04-20,earn,attendance,Darsga o'z vaqtida keldi,10,688,474,,
11239,78,2026-04-20,earn,homework,Uy vazifasi (64 ball),16,704,,436,
11240,78,2026-04-22,earn,attendance,Darsga o'z vaqtida keldi,10,714,475,,
11241,78,2026-04-26,earn,homework,Uy vazifasi (85 ball),17,731,,437,
11242,78,2026-04-24,earn,attendance,Darsga o'z vaqtida keldi,10,741,476,,
11243,78,2026-04-25,earn,homework,Uy vazifasi (73 ball),10,751,,438,
11244,78,2026-04-24,earn,activity,Darsdagi faollik / to'g'ri javob,5,756,476,,
11245,78,2026-04-27,earn,attendance,Darsga o'z vaqtida keldi,10,766,477,,
11246,78,2026-05-03,earn,homework,Uy vazifasi (60 ball),9,775,,439,
11247,78,2026-04-29,earn,attendance,Darsga o'z vaqtida keldi,10,785,478,,
11248,78,2026-04-29,earn,streak_bonus,10 ta ketma-ket dars — bonus,50,835,478,,
11249,78,2026-05-03,earn,homework,Uy vazifasi (80 ball),12,847,,440,
11250,78,2026-05-01,earn,attendance_late,Kechikdi (21 daq),4,851,479,,
11251,78,2026-05-02,earn,homework,Uy vazifasi (79 ball),23,874,,441,
11252,78,2026-05-01,earn,activity,Darsdagi faollik / to'g'ri javob,5,879,479,,
11253,78,2026-05-04,earn,attendance,Darsga o'z vaqtida keldi,10,889,480,,
11254,78,2026-05-04,earn,homework,Uy vazifasi (78 ball),23,912,,442,
11255,78,2026-05-06,earn,attendance,Darsga o'z vaqtida keldi,10,922,481,,
11256,78,2026-05-06,earn,activity,Darsdagi faollik / to'g'ri javob,5,927,481,,
11257,78,2026-05-08,earn,attendance,Darsga o'z vaqtida keldi,10,937,482,,
11258,78,2026-05-10,earn,homework,Uy vazifasi (69 ball),17,954,,443,
11259,78,2026-05-11,earn,attendance,Darsga o'z vaqtida keldi,10,964,483,,
11260,78,2026-05-11,earn,homework,Uy vazifasi (81 ball),24,988,,444,
11261,78,2026-05-13,earn,attendance,Darsga o'z vaqtida keldi,10,998,484,,
11262,78,2026-05-16,earn,homework,Uy vazifasi (79 ball),11,1009,,445,
11263,78,2026-05-13,spend,shop,Sotib oldi: Blokrot + ruchka,-120,889,,,Blokrot + ruchka
11264,78,2026-05-15,earn,attendance,Darsga o'z vaqtida keldi,10,899,485,,
11265,78,2026-05-18,earn,homework,Uy vazifasi (74 ball),11,910,,446,
11266,78,2026-05-18,earn,attendance,Darsga o'z vaqtida keldi,10,920,486,,
11267,78,2026-05-20,earn,homework,Uy vazifasi (84 ball),12,932,,447,
11268,78,2026-05-18,earn,activity,Darsdagi faollik / to'g'ri javob,5,937,486,,
11269,78,2026-05-20,earn,attendance,Darsga o'z vaqtida keldi,10,947,487,,
11270,78,2026-05-22,earn,homework,Uy vazifasi (81 ball),16,963,,448,
11271,78,2026-05-22,earn,attendance,Darsga o'z vaqtida keldi,10,973,488,,
11272,78,2026-05-26,earn,homework,Uy vazifasi (73 ball),21,994,,449,
11273,78,2026-05-25,earn,attendance,Darsga o'z vaqtida keldi,10,1004,489,,
11274,78,2026-05-25,earn,streak_bonus,10 ta ketma-ket dars — bonus,50,1054,489,,
11275,78,2026-05-27,earn,homework,Uy vazifasi (83 ball),16,1070,,450,
11276,78,2026-05-27,earn,attendance,Darsga o'z vaqtida keldi,10,1080,490,,
11277,78,2026-05-29,earn,homework,Uy vazifasi (81 ball),16,1096,,451,
11278,78,2026-05-27,earn,activity,Darsdagi faollik / to'g'ri javob,15,1111,490,,
11279,78,2026-05-29,earn,attendance,Darsga o'z vaqtida keldi,10,1121,491,,
11280,78,2026-05-30,earn,homework,Uy vazifasi (71 ball),10,1131,,452,
11281,78,2026-05-29,spend,shop,Sotib oldi: Blokrot + ruchka,-120,1011,,,Blokrot + ruchka
11282,78,2026-06-01,earn,attendance,Darsga o'z vaqtida keldi,10,1021,492,,
11283,78,2026-06-05,earn,homework,Uy vazifasi (81 ball),24,1045,,453,
11284,78,2026-06-01,earn,activity,Darsdagi faollik / to'g'ri javob,5,1050,492,,
11285,78,2026-06-03,earn,attendance,Darsga o'z vaqtida keldi,10,1060,493,,
11286,78,2026-06-05,earn,attendance,Darsga o'z vaqtida keldi,10,1070,494,,
11287,78,2026-06-06,earn,homework,Uy vazifasi (71 ball),10,1080,,454,
11288,78,2026-06-10,earn,homework,Uy vazifasi (79 ball),19,1099,,455,
11289,78,2026-06-10,earn,attendance,Darsga o'z vaqtida keldi,10,1109,496,,
11290,78,2026-06-11,earn,homework,Uy vazifasi (87 ball),17,1126,,456,
11291,78,2026-06-12,earn,attendance,Darsga o'z vaqtida keldi,10,1136,497,,
11292,78,2026-06-18,earn,homework,Uy vazifasi (73 ball),13,1149,,457,
11293,78,2026-06-12,earn,activity,Darsdagi faollik / to'g'ri javob,10,1159,497,,
11294,78,2026-06-12,spend,shop,Sotib oldi: Simsiz sichqoncha,-700,459,,,Simsiz sichqoncha
11295,78,2026-06-15,earn,attendance,Darsga o'z vaqtida keldi,10,469,498,,
11296,78,2026-06-17,earn,homework,Uy vazifasi (64 ball),9,478,,458,
11297,78,2026-06-17,earn,attendance,Darsga o'z vaqtida keldi,10,488,499,,
11298,78,2026-06-17,earn,homework,Uy vazifasi (73 ball),14,502,,459,
11299,78,2026-06-19,earn,attendance,Darsga o'z vaqtida keldi,10,512,500,,
11300,78,2026-06-21,earn,homework,Uy vazifasi (79 ball),11,523,,460,
11301,78,2026-06-22,earn,attendance,Darsga o'z vaqtida keldi,10,533,501,,
11302,78,2026-06-25,earn,homework,Uy vazifasi (83 ball),24,557,,461,
11303,78,2026-06-22,earn,activity,Darsdagi faollik / to'g'ri javob,5,562,501,,
11304,78,2026-06-24,earn,attendance,Darsga o'z vaqtida keldi,10,572,502,,
11305,78,2026-06-25,earn,homework,Uy vazifasi (79 ball),23,595,,462,
11306,78,2026-06-24,earn,activity,Darsdagi faollik / to'g'ri javob,15,610,502,,
11307,78,2026-06-26,earn,attendance,Darsga o'z vaqtida keldi,10,620,503,,
11308,78,2026-06-28,earn,homework,Uy vazifasi (74 ball),18,638,,463,
11309,78,2026-06-29,earn,attendance,Darsga o'z vaqtida keldi,10,648,504,,
11310,78,2026-07-02,earn,homework,Uy vazifasi (81 ball),16,664,,464,
11311,78,2026-07-01,earn,attendance,Darsga o'z vaqtida keldi,10,674,505,,
11312,78,2026-07-01,earn,streak_bonus,10 ta ketma-ket dars — bonus,50,724,505,,
11313,78,2026-07-03,earn,attendance,Darsga o'z vaqtida keldi,10,734,506,,
11314,78,2026-07-04,earn,homework,Uy vazifasi (85 ball),25,759,,465,
11315,78,2026-07-03,earn,activity,Darsdagi faollik / to'g'ri javob,10,769,506,,
11316,78,2026-07-06,earn,attendance,Darsga o'z vaqtida keldi,10,779,507,,
11317,78,2026-07-11,earn,homework,Uy vazifasi (78 ball),7,786,,466,
11318,78,2026-07-06,earn,activity,Darsdagi faollik / to'g'ri javob,5,791,507,,
11319,78,2026-07-08,earn,attendance_late,Kechikdi (8 daq),4,795,508,,
11320,78,2026-07-09,earn,homework,Uy vazifasi (78 ball),15,810,,467,
11321,78,2026-07-10,earn,attendance,Darsga o'z vaqtida keldi,10,820,509,,
11322,78,2026-07-13,earn,homework,Uy vazifasi (73 ball),10,830,,468,
11323,78,2026-07-10,earn,activity,Darsdagi faollik / to'g'ri javob,5,835,509,,
11324,78,2026-07-13,earn,attendance,Darsga o'z vaqtida keldi,10,845,510,,
11325,78,2026-07-14,earn,homework,Uy vazifasi (77 ball),15,860,,469,
11326,78,2026-07-15,earn,attendance,Darsga o'z vaqtida keldi,10,870,511,,
11327,78,2026-07-17,earn,homework,Uy vazifasi (80 ball),16,886,,470,
11328,78,2026-07-17,earn,attendance,Darsga o'z vaqtida keldi,10,896,512,,
11329,78,2026-07-19,earn,homework,Uy vazifasi (85 ball),17,913,,471,
11330,78,2026-07-20,earn,attendance,Darsga o'z vaqtida keldi,10,923,513,,
11331,78,2026-07-22,earn,homework,Uy vazifasi (83 ball),16,939,,472,
11332,78,2026-07-20,earn,activity,Darsdagi faollik / to'g'ri javob,10,949,513,,
11333,78,2026-07-22,earn,attendance,Darsga o'z vaqtida keldi,10,959,514,,
11334,78,2026-07-22,earn,homework,Uy vazifasi (92 ball),18,977,,473,
11335,78,2026-07-24,earn,attendance,Darsga o'z vaqtida keldi,10,987,515,,
11336,78,2026-07-28,earn,homework,Uy vazifasi (80 ball),24,1011,,474,
11337,78,2026-07-27,earn,attendance,Darsga o'z vaqtida keldi,10,1021,516,,
11338,78,2026-07-28,earn,homework,Uy vazifasi (91 ball),13,1034,,475,
11339,78,2026-07-27,earn,activity,Darsdagi faollik / to'g'ri javob,10,1044,516,,
11340,78,2026-07-29,earn,attendance,Darsga o'z vaqtida keldi,10,1054,517,,
11341,78,2026-07-29,earn,activity,Darsdagi faollik / to'g'ri javob,5,1059,517,,
11342,78,2026-07-31,earn,attendance,Darsga o'z vaqtida keldi,10,1069,518,,
11343,78,2026-07-31,earn,streak_bonus,10 ta ketma-ket dars — bonus,50,1119,518,,
11344,78,2026-07-31,earn,activity,Darsdagi faollik / to'g'ri javob,10,1129,518,,
11345,78,2026-04-03,earn,makeup_completed,Qoldirilgan darsni yopdi: Komponentlar,10,1139,465,,
11346,78,2026-06-12,earn,makeup_completed,Qoldirilgan darsni yopdi: Optimizatsiya,10,1149,495,,
11347,79,2026-02-16,earn,attendance,Darsga o'z vaqtida keldi,10,10,519,,
11348,79,2026-02-21,earn,homework,Uy vazifasi (58 ball),5,15,,477,
11349,79,2026-02-16,earn,activity,Darsdagi faollik / to'g'ri javob,5,20,519,,
11350,79,2026-02-18,earn,attendance_late,Kechikdi (14 daq),4,24,520,,
11351,79,2026-02-20,earn,attendance,Darsga o'z vaqtida keldi,10,34,521,,
11352,79,2026-02-26,earn,homework,Uy vazifasi (51 ball),6,40,,479,
11353,79,2026-02-23,penalty,absent_unexcused,Sababsiz qoldirdi,-5,35,522,,
11354,79,2026-02-25,earn,attendance,Darsga o'z vaqtida keldi,10,45,523,,
11355,79,2026-02-27,earn,attendance,Darsga o'z vaqtida keldi,10,55,524,,
11356,79,2026-03-02,earn,homework,Uy vazifasi (79 ball),11,66,,482,
11357,79,2026-03-02,earn,attendance_late,Kechikdi (19 daq),4,70,525,,
11358,79,2026-03-04,earn,homework,Uy vazifasi (69 ball),17,87,,483,
11359,79,2026-03-04,earn,attendance,Darsga o'z vaqtida keldi,10,97,526,,
11360,79,2026-03-06,earn,homework,Uy vazifasi (70 ball),10,107,,484,
11361,79,2026-03-04,earn,activity,Darsdagi faollik / to'g'ri javob,15,122,526,,
11362,79,2026-03-06,earn,attendance,Darsga o'z vaqtida keldi,10,132,527,,
11363,79,2026-03-09,earn,homework,Uy vazifasi (57 ball),6,138,,485,
11364,79,2026-03-09,earn,attendance,Darsga o'z vaqtida keldi,10,148,528,,
11365,79,2026-03-10,earn,homework,Uy vazifasi (71 ball),21,169,,486,
11366,79,2026-03-11,penalty,absent_unexcused,Sababsiz qoldirdi,-5,164,529,,
11367,79,2026-03-13,earn,attendance,Darsga o'z vaqtida keldi,10,174,530,,
11368,79,2026-03-13,earn,activity,Darsdagi faollik / to'g'ri javob,5,179,530,,
11369,79,2026-03-16,earn,attendance,Darsga o'z vaqtida keldi,10,189,531,,
11370,79,2026-03-18,earn,homework,Uy vazifasi (73 ball),14,203,,488,
11371,79,2026-03-16,earn,activity,Darsdagi faollik / to'g'ri javob,5,208,531,,
11372,79,2026-03-18,earn,attendance,Darsga o'z vaqtida keldi,10,218,532,,
11373,79,2026-03-25,earn,attendance,Darsga o'z vaqtida keldi,10,228,533,,
11374,79,2026-04-02,earn,homework,Uy vazifasi (49 ball),5,233,,490,
11375,79,2026-03-25,earn,activity,Darsdagi faollik / to'g'ri javob,5,238,533,,
11376,79,2026-03-27,earn,attendance,Darsga o'z vaqtida keldi,10,248,534,,
11377,79,2026-03-28,earn,homework,Uy vazifasi (74 ball),14,262,,491,
11378,79,2026-03-27,earn,activity,Darsdagi faollik / to'g'ri javob,10,272,534,,
11379,79,2026-03-30,penalty,absent_unexcused,Sababsiz qoldirdi,-5,267,535,,
11380,79,2026-04-01,earn,attendance,Darsga o'z vaqtida keldi,10,277,536,,
11381,79,2026-04-03,earn,homework,Uy vazifasi (63 ball),12,289,,493,
11382,79,2026-04-03,earn,attendance,Darsga o'z vaqtida keldi,10,299,537,,
11383,79,2026-04-04,earn,homework,Uy vazifasi (74 ball),22,321,,494,
11384,79,2026-04-06,earn,attendance,Darsga o'z vaqtida keldi,10,331,538,,
11385,79,2026-04-10,earn,homework,Uy vazifasi (75 ball),15,346,,495,
11386,79,2026-04-08,earn,attendance,Darsga o'z vaqtida keldi,10,356,539,,
11387,79,2026-04-15,earn,homework,Uy vazifasi (49 ball),7,363,,496,
11388,79,2026-04-10,penalty,absent_unexcused,Sababsiz qoldirdi,-5,358,540,,
11389,79,2026-04-13,earn,attendance,Darsga o'z vaqtida keldi,10,368,541,,
11390,79,2026-04-15,earn,homework,Uy vazifasi (78 ball),23,391,,498,
11391,79,2026-04-13,earn,activity,Darsdagi faollik / to'g'ri javob,5,396,541,,
11392,79,2026-04-15,earn,attendance,Darsga o'z vaqtida keldi,10,406,542,,
11393,79,2026-04-17,earn,attendance,Darsga o'z vaqtida keldi,10,416,543,,
11394,79,2026-04-23,earn,homework,Uy vazifasi (49 ball),8,424,,499,
11395,79,2026-04-20,earn,attendance,Darsga o'z vaqtida keldi,10,434,544,,
11396,79,2026-04-22,earn,homework,Uy vazifasi (58 ball),11,445,,500,
11397,79,2026-04-22,earn,attendance,Darsga o'z vaqtida keldi,10,455,545,,
11398,79,2026-04-23,earn,homework,Uy vazifasi (55 ball),13,468,,501,
11399,79,2026-04-24,earn,attendance_late,Kechikdi (14 daq),4,472,546,,
11400,79,2026-04-27,earn,attendance,Darsga o'z vaqtida keldi,10,482,547,,
11401,79,2026-04-27,earn,activity,Darsdagi faollik / to'g'ri javob,10,492,547,,
11402,79,2026-04-29,penalty,absent_unexcused,Sababsiz qoldirdi,-5,487,548,,
11403,79,2026-05-01,earn,attendance,Darsga o'z vaqtida keldi,10,497,549,,
11404,79,2026-05-04,earn,attendance,Darsga o'z vaqtida keldi,10,507,550,,
11405,79,2026-05-06,earn,homework,Uy vazifasi (54 ball),10,517,,506,
11406,79,2026-05-06,earn,attendance,Darsga o'z vaqtida keldi,10,527,551,,
11407,79,2026-05-14,earn,homework,Uy vazifasi (47 ball),4,531,,507,
11408,79,2026-05-08,earn,attendance_late,Kechikdi (18 daq),4,535,552,,
11409,79,2026-05-11,earn,homework,Uy vazifasi (80 ball),24,559,,508,
11410,79,2026-05-11,earn,attendance,Darsga o'z vaqtida keldi,10,569,553,,
11411,79,2026-05-14,earn,homework,Uy vazifasi (67 ball),20,589,,509,
11412,79,2026-05-13,earn,attendance,Darsga o'z vaqtida keldi,10,599,554,,
11413,79,2026-05-15,penalty,absent_unexcused,Sababsiz qoldirdi,-5,594,555,,
11414,79,2026-05-18,earn,attendance,Darsga o'z vaqtida keldi,10,604,556,,
11415,79,2026-05-18,earn,homework,Uy vazifasi (79 ball),15,619,,511,
11416,79,2026-05-18,earn,activity,Darsdagi faollik / to'g'ri javob,5,624,556,,
11417,79,2026-05-20,penalty,absent_unexcused,Sababsiz qoldirdi,-5,619,557,,
11418,79,2026-05-22,earn,attendance,Darsga o'z vaqtida keldi,10,629,558,,
11419,79,2026-05-24,earn,homework,Uy vazifasi (56 ball),16,645,,513,
11420,79,2026-05-25,earn,attendance_late,Kechikdi (12 daq),4,649,559,,
11421,79,2026-05-28,earn,homework,Uy vazifasi (77 ball),23,672,,514,
11422,79,2026-05-25,earn,activity,Darsdagi faollik / to'g'ri javob,10,682,559,,
11423,79,2026-05-27,earn,attendance,Darsga o'z vaqtida keldi,10,692,560,,
11424,79,2026-05-29,earn,homework,Uy vazifasi (80 ball),16,708,,515,
11425,79,2026-05-29,earn,attendance,Darsga o'z vaqtida keldi,10,718,561,,
11426,79,2026-06-01,earn,attendance,Darsga o'z vaqtida keldi,10,728,562,,
11427,79,2026-06-06,earn,homework,Uy vazifasi (56 ball),6,734,,517,
11428,79,2026-06-03,earn,attendance,Darsga o'z vaqtida keldi,10,744,563,,
11429,79,2026-06-10,earn,homework,Uy vazifasi (51 ball),7,751,,518,
11430,79,2026-06-05,earn,attendance,Darsga o'z vaqtida keldi,10,761,564,,
11431,79,2026-06-08,earn,homework,Uy vazifasi (61 ball),18,779,,519,
11432,79,2026-06-08,earn,attendance,Darsga o'z vaqtida keldi,10,789,565,,
11433,79,2026-06-10,earn,homework,Uy vazifasi (67 ball),13,802,,520,
11434,79,2026-06-10,penalty,absent_unexcused,Sababsiz qoldirdi,-5,797,566,,
11435,79,2026-06-12,earn,attendance,Darsga o'z vaqtida keldi,10,807,567,,
11436,79,2026-06-17,earn,homework,Uy vazifasi (61 ball),7,814,,521,
11437,79,2026-06-15,earn,attendance,Darsga o'z vaqtida keldi,10,824,568,,
11438,79,2026-06-19,earn,homework,Uy vazifasi (65 ball),13,837,,522,
11439,79,2026-06-17,earn,attendance,Darsga o'z vaqtida keldi,10,847,569,,
11440,79,2026-06-23,earn,homework,Uy vazifasi (56 ball),6,853,,523,
11441,79,2026-06-19,earn,attendance,Darsga o'z vaqtida keldi,10,863,570,,
11442,79,2026-06-19,earn,homework,Uy vazifasi (81 ball),16,879,,524,
11443,79,2026-06-19,earn,activity,Darsdagi faollik / to'g'ri javob,5,884,570,,
11444,79,2026-06-22,penalty,absent_unexcused,Sababsiz qoldirdi,-5,879,571,,
11445,79,2026-06-24,earn,attendance,Darsga o'z vaqtida keldi,10,889,572,,
11446,79,2026-06-26,earn,homework,Uy vazifasi (68 ball),20,909,,526,
11447,79,2026-06-24,earn,activity,Darsdagi faollik / to'g'ri javob,15,924,572,,
11448,79,2026-06-26,earn,attendance,Darsga o'z vaqtida keldi,10,934,573,,
11449,79,2026-07-01,earn,attendance,Darsga o'z vaqtida keldi,10,944,575,,
11450,79,2026-07-06,earn,homework,Uy vazifasi (67 ball),8,952,,529,
11451,79,2026-07-03,earn,attendance,Darsga o'z vaqtida keldi,10,962,576,,
11452,79,2026-07-06,earn,attendance,Darsga o'z vaqtida keldi,10,972,577,,
11453,79,2026-07-06,earn,homework,Uy vazifasi (71 ball),21,993,,531,
11454,79,2026-07-06,earn,activity,Darsdagi faollik / to'g'ri javob,10,1003,577,,
11455,79,2026-07-08,earn,attendance,Darsga o'z vaqtida keldi,10,1013,578,,
11456,79,2026-07-08,earn,activity,Darsdagi faollik / to'g'ri javob,5,1018,578,,
11457,79,2026-07-10,earn,attendance_late,Kechikdi (17 daq),4,1022,579,,
11458,79,2026-07-13,earn,homework,Uy vazifasi (79 ball),9,1031,,532,
11459,79,2026-07-13,earn,attendance,Darsga o'z vaqtida keldi,10,1041,580,,
11460,79,2026-07-15,earn,homework,Uy vazifasi (68 ball),17,1058,,533,
11461,79,2026-07-15,penalty,absent_unexcused,Sababsiz qoldirdi,-5,1053,581,,
11462,79,2026-07-17,earn,attendance,Darsga o'z vaqtida keldi,10,1063,582,,
11463,79,2026-07-20,earn,attendance,Darsga o'z vaqtida keldi,10,1073,583,,
11464,79,2026-07-22,earn,attendance,Darsga o'z vaqtida keldi,10,1083,584,,
11465,79,2026-07-24,earn,attendance,Darsga o'z vaqtida keldi,10,1093,585,,
11466,79,2026-07-27,earn,attendance,Darsga o'z vaqtida keldi,10,1103,586,,
11467,79,2026-07-31,earn,homework,Uy vazifasi (60 ball),12,1115,,539,
11468,79,2026-07-27,earn,activity,Darsdagi faollik / to'g'ri javob,5,1120,586,,
11469,79,2026-07-29,earn,attendance,Darsga o'z vaqtida keldi,10,1130,587,,
11470,79,2026-08-01,earn,homework,Uy vazifasi (69 ball),13,1143,,540,
11471,79,2026-07-29,earn,activity,Darsdagi faollik / to'g'ri javob,5,1148,587,,
11472,79,2026-07-31,earn,attendance_late,Kechikdi (24 daq),4,1152,588,,
11473,79,2026-07-31,earn,homework,Uy vazifasi (76 ball),15,1167,,541,
11474,79,2026-02-28,earn,makeup_completed,Qoldirilgan darsni yopdi: Sikllar,10,1177,522,,
11475,79,2026-03-15,earn,makeup_completed,Qoldirilgan darsni yopdi: Kutubxonalar (pip),10,1187,529,,
11476,79,2026-04-02,earn,makeup_completed,Qoldirilgan darsni yopdi: Loyiha himoyasi,10,1197,535,,
11477,79,2026-05-17,earn,makeup_completed,Qoldirilgan darsni yopdi: Shartli operatorlar,10,1207,555,,
11478,80,2026-02-16,earn,attendance,Darsga o'z vaqtida keldi,10,10,519,,
11479,80,2026-02-16,earn,activity,Darsdagi faollik / to'g'ri javob,5,15,519,,
11480,80,2026-02-18,earn,attendance,Darsga o'z vaqtida keldi,10,25,520,,
11481,80,2026-02-19,earn,homework,Uy vazifasi (59 ball),11,36,,478,
11482,80,2026-02-20,earn,attendance,Darsga o'z vaqtida keldi,10,46,521,,
11483,80,2026-02-23,earn,attendance,Darsga o'z vaqtida keldi,10,56,522,,
11484,80,2026-03-02,earn,homework,Uy vazifasi (44 ball),5,61,,480,
11485,80,2026-02-25,earn,attendance,Darsga o'z vaqtida keldi,10,71,523,,
11486,80,2026-03-02,earn,homework,Uy vazifasi (59 ball),7,78,,481,
11487,80,2026-02-25,earn,activity,Darsdagi faollik / to'g'ri javob,5,83,523,,
11488,80,2026-02-27,earn,attendance_late,Kechikdi (15 daq),4,87,524,,
11489,80,2026-02-28,earn,homework,Uy vazifasi (72 ball),10,97,,482,
11490,80,2026-03-02,earn,attendance,Darsga o'z vaqtida keldi,10,107,525,,
11491,80,2026-03-02,earn,homework,Uy vazifasi (72 ball),18,125,,483,
11492,80,2026-03-02,earn,activity,Darsdagi faollik / to'g'ri javob,5,130,525,,
11493,80,2026-03-04,earn,attendance_late,Kechikdi (8 daq),4,134,526,,
11494,80,2026-03-13,earn,homework,Uy vazifasi (40 ball),3,137,,484,
11495,80,2026-03-06,earn,attendance,Darsga o'z vaqtida keldi,10,147,527,,
11496,80,2026-03-13,earn,homework,Uy vazifasi (51 ball),6,153,,485,
11497,80,2026-03-09,earn,attendance,Darsga o'z vaqtida keldi,10,163,528,,
11498,80,2026-03-12,earn,homework,Uy vazifasi (57 ball),10,173,,486,
11499,80,2026-03-11,penalty,absent_unexcused,Sababsiz qoldirdi,-5,168,529,,
11500,80,2026-03-13,earn,attendance,Darsga o'z vaqtida keldi,10,178,530,,
11501,80,2026-03-16,earn,attendance,Darsga o'z vaqtida keldi,10,188,531,,
11502,80,2026-03-18,earn,homework,Uy vazifasi (62 ball),12,200,,488,
11503,80,2026-03-16,earn,activity,Darsdagi faollik / to'g'ri javob,15,215,531,,
11504,80,2026-03-18,earn,attendance_late,Kechikdi (8 daq),4,219,532,,
11505,80,2026-03-20,earn,homework,Uy vazifasi (75 ball),15,234,,489,
11506,80,2026-03-25,earn,attendance_late,Kechikdi (9 daq),4,238,533,,
11507,80,2026-03-25,earn,activity,Darsdagi faollik / to'g'ri javob,15,253,533,,
11508,80,2026-03-27,earn,attendance,Darsga o'z vaqtida keldi,10,263,534,,
11509,80,2026-03-28,earn,homework,Uy vazifasi (56 ball),11,274,,491,
11510,80,2026-04-02,earn,homework,Uy vazifasi (74 ball),11,285,,492,
11511,80,2026-04-01,earn,attendance,Darsga o'z vaqtida keldi,10,295,536,,
11512,80,2026-04-01,earn,homework,Uy vazifasi (78 ball),15,310,,493,
11513,80,2026-04-03,earn,attendance,Darsga o'z vaqtida keldi,10,320,537,,
11514,80,2026-04-04,earn,homework,Uy vazifasi (78 ball),23,343,,494,
11515,80,2026-04-06,earn,attendance,Darsga o'z vaqtida keldi,10,353,538,,
11516,80,2026-04-10,earn,homework,Uy vazifasi (69 ball),13,366,,495,
11517,80,2026-04-08,earn,attendance,Darsga o'z vaqtida keldi,10,376,539,,
11518,80,2026-04-15,earn,homework,Uy vazifasi (57 ball),8,384,,496,
11519,80,2026-04-10,earn,attendance,Darsga o'z vaqtida keldi,10,394,540,,
11520,80,2026-04-16,earn,homework,Uy vazifasi (61 ball),7,401,,497,
11521,80,2026-04-13,earn,attendance,Darsga o'z vaqtida keldi,10,411,541,,
11522,80,2026-04-15,earn,attendance,Darsga o'z vaqtida keldi,10,421,542,,
11523,80,2026-04-15,earn,activity,Darsdagi faollik / to'g'ri javob,5,426,542,,
11524,80,2026-04-17,earn,attendance,Darsga o'z vaqtida keldi,10,436,543,,
11525,80,2026-04-19,earn,homework,Uy vazifasi (79 ball),23,459,,499,
11526,80,2026-04-20,earn,attendance,Darsga o'z vaqtida keldi,10,469,544,,
11527,80,2026-04-22,earn,homework,Uy vazifasi (71 ball),14,483,,500,
11528,80,2026-04-20,earn,activity,Darsdagi faollik / to'g'ri javob,5,488,544,,
11529,80,2026-04-22,earn,attendance_late,Kechikdi (5 daq),4,492,545,,
11530,80,2026-04-24,earn,homework,Uy vazifasi (77 ball),19,511,,501,
11531,80,2026-04-24,earn,attendance,Darsga o'z vaqtida keldi,10,521,546,,
11532,80,2026-04-26,earn,homework,Uy vazifasi (84 ball),16,537,,502,
11533,80,2026-04-27,earn,attendance,Darsga o'z vaqtida keldi,10,547,547,,
11534,80,2026-04-27,earn,homework,Uy vazifasi (76 ball),22,569,,503,
11535,80,2026-04-29,penalty,absent_unexcused,Sababsiz qoldirdi,-5,564,548,,
11536,80,2026-05-01,earn,attendance_late,Kechikdi (13 daq),4,568,549,,
11537,80,2026-05-02,earn,homework,Uy vazifasi (65 ball),16,584,,505,
11538,80,2026-05-04,earn,attendance,Darsga o'z vaqtida keldi,10,594,550,,
11539,80,2026-05-08,earn,homework,Uy vazifasi (51 ball),10,604,,506,
11540,80,2026-05-06,earn,attendance,Darsga o'z vaqtida keldi,10,614,551,,
11541,80,2026-05-07,earn,homework,Uy vazifasi (67 ball),10,624,,507,
11542,80,2026-05-06,earn,activity,Darsdagi faollik / to'g'ri javob,5,629,551,,
11543,80,2026-05-08,earn,attendance,Darsga o'z vaqtida keldi,10,639,552,,
11544,80,2026-05-10,earn,homework,Uy vazifasi (77 ball),23,662,,508,
11545,80,2026-05-11,earn,attendance,Darsga o'z vaqtida keldi,10,672,553,,
11546,80,2026-05-17,earn,homework,Uy vazifasi (64 ball),11,683,,509,
11547,80,2026-05-15,earn,attendance,Darsga o'z vaqtida keldi,10,693,555,,
11548,80,2026-05-16,earn,homework,Uy vazifasi (69 ball),17,710,,510,
11549,80,2026-05-18,earn,attendance,Darsga o'z vaqtida keldi,10,720,556,,
11550,80,2026-05-19,earn,homework,Uy vazifasi (56 ball),11,731,,511,
11551,80,2026-05-18,earn,activity,Darsdagi faollik / to'g'ri javob,15,746,556,,
11552,80,2026-05-20,earn,attendance,Darsga o'z vaqtida keldi,10,756,557,,
11553,80,2026-05-28,earn,homework,Uy vazifasi (48 ball),7,763,,512,
11554,80,2026-05-22,earn,attendance,Darsga o'z vaqtida keldi,10,773,558,,
11555,80,2026-05-25,earn,attendance,Darsga o'z vaqtida keldi,10,783,559,,
11556,80,2026-06-01,earn,homework,Uy vazifasi (59 ball),10,793,,514,
11557,80,2026-05-27,earn,attendance,Darsga o'z vaqtida keldi,10,803,560,,
11558,80,2026-05-29,earn,attendance,Darsga o'z vaqtida keldi,10,813,561,,
11559,80,2026-06-01,earn,homework,Uy vazifasi (89 ball),22,835,,516,
11560,80,2026-06-01,earn,homework,Uy vazifasi (74 ball),14,849,,517,
11561,80,2026-06-03,earn,attendance,Darsga o'z vaqtida keldi,10,859,563,,
11562,80,2026-06-09,earn,homework,Uy vazifasi (57 ball),8,867,,518,
